product_name,brand,price,rating,rating_count,sku,ingredients,category
A-Thera Cream,DR ORACLE,36.0,4.1,214,DO-AC-36,"Bambusa Vulgaris Extract, Water, Cyclopentasiloxane, 1,2-Hexanediol, Methylpropanediol, Alcohol, Cyclohexasiloxane, Polysorbate 20, Glycerin, Lepidium Meyenii Root Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl, Dimethicone/Vinyl Dimethicone Crosspolymer, Carbomer, Potassium Hydroxide, Fragrance, Ethylhexylglycerin, Disodium EDTA, Vitis Vinifera(Grape) Seed Oil, Butylene Glycol, Maltodextrin, Camellia Sinensis Leaf Extract, Salvia Officinalis (Sage) Extract",Moisturizers
Rice Pure Gel and Cream,THANK YOU FARMER,34.0,4.3,14,TYF-RPGAC-34,"WATER, ORYZA SATIVA (RICE) EXTRACT, GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROGENATED POLYDECENE, NIACINAMIDE, PHENYL TRIMETHICONE, BETAINE, 1,2-HEXANEDIOL, POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE, LAMINARIA JAPONICA EXTRACT, ECLIPTA PROSTRATA LEAF EXTRACT, CENTELLA ASIATICA EXTRACT, FICUS CARICA (FIG) FRUIT EXTRACT, ACMELLA OLERACEA EXTRACT, PHELLODENDRON AMURENSE BARK EXTRACT, MELIA AZADIRACHTA FLOWER EXTRACT, MELIA AZADIRACHTA LEAF EXTRACT, CURCUMA LONGA (TURMERIC) ROOT EXTRACT, OCIMUM SANCTUM LEAF EXTRACT, THEOBROMA CACAO (COCOA) SEED EXTRACT, CORALLINA OFFICINALIS EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, VIGNA RADIATA SEED EXTRACT, LEUCOJUM AESTIVUM BULB EXTRACT, DIOSPYROS KAKI LEAF EXTRACT, MACADAMIA INTEGRIFOLIA SEED OIL, HYDROGENATED LECITHIN, SODIUM HYALURONATE, CYCLOHEXASILOXANE, CETYL ALCOHOL, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, METHYLPROPANEDIOL, GLYCERYL POLYMETHACRYLATE, GLYCERYL STEARATE, BEHENYL ALCOHOL, TREHALOSE, PENTAERYTHRITYL DISTEARATE, POLYGLYCERYL-10 LAURATE, OCTYLDODECETH-16, SODIUM STEAROYL GLUTAMATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, GLYCERYL CAPRYLATE, FRUCTOOLIGOSACCHARIDES, DISODIUM EDTA, CELLULOSE GUM, BETA-GLUCAN, BUTYLENE GLYCOL, HYDROLYZED HYALURONIC ACID, DEXTRIN, CERAMIDE NP, PENTYLENE GLYCOL, ETHYLHEXYLGLYCERIN, HYDROXYACETOPHENONE",Moisturizers
Collagen Lifting Cream,NEOGEN,28.0,4.2,90,NEO-CLC-28,"Water, Alcohol Denat., Glycerin, 1,2-Hexanediol, Cyclopentasiloxane, Butylene Glycol, Cyclohexasiloxane, Methyl Gluceth-20, C12-16 Alcohols, Carbomer, Tromethamine, Palmitic Acid, Hydrogenated Lecithin, Xanthan Gum, Trehalose, Coptis Japonica Extract, Allantoin, Ethylhexylglycerin, Panthenol, Hydrolyzed Collagen, Adenosine, Citrus Aurantium Dulcis (Orange) Peel Oil, Sodium Hyaluronate, Dextrin, Undaria Pinnatifida Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Theobroma Cacao (Cocoa) Extract, Lavandula Angustifolia (Lavender) Oil, Litsea Cubeba Fruit Oil, Pelargonium Graveolens Oil, Ocimum Basilicum (Basil) Oil, Jania Rubens Extract, Ceramide 3, Squalane, Olea Europaea (Olive) Fruit Oil, Disodium EDTA",Moisturizers
Real Complexion Hyaluron Moisture Cream,HANSKIN,30.0,4.4,100,HAN-RCHMC-30,"Water, Glycerin, Butylene Glycol, Alcohol Denat., Phenyl Trimethicone, Cyclopentasiloxane, Niacinamide, Polyacrylate-13, Cyclohexasiloxane, Dimethicone, Pentylene Glycol, Polyisobutene, Caprylyl Glycol, Carbomer, Dimethiconol, Polysorbate 20, Tocopheryl Acetate, Tromethamine, Sorbitan Isostearate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hyaluronate, Ethylhexylglycerin, Adenosine, Citrus Aurantium Dulcis (Orange) Peel Oil, Dipotassium Glycyrrhizate, 1,2-Hexanediol, Disodium EDTA, Hydrolyzed Hibiscus Esculentus Extract, Lupinus Albus Seed Extract, Moringa Pterygosperma Seed Extract, Xylitylglucoside, Anhydroxylitol, Erythritol, Caprylic/Capric Triglyceride, Xylitol, Propanediol, Hydrogenated Lecithin, Sodium Hyaluronate Crosspolymer, Glucose, Hydrolyzed Glycosaminoglycans, Ceramide NP, Benzyl Glycol, Potassium Sorbate, Sodium Benzoate, Hydrolyzed Hyaluronic Acid, Homarine HCl, Hyaluronic Acid, Raspberry Ketone",Moisturizers
Moistfull Collagen Cream,ETUDE HOUSE,24.0,4.1,126,EH-MCC-24,"HYDROLYZED COLLAGEN, PROPANEDIOL, GLYCERIN, METHYL TRIMETHICONE, BUTYLENE GLYCOL, WATER / AQUA / EAU, PENTAERYTHRITYL TETRAETHYLHEXANOATE, GLYCERYL POLYMETHACRYLATE, 1,2-HEXANEDIOL, BETAINE, HYDROGENATED POLY(C6-14 OLEFIN), DICAPRYLYL ETHER, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, C14-22 ALCOHOLS, GLYCERYL STEARATE CITRATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, ARACHIDYL ALCOHOL, STEARIC ACID, GLYCERYL STEARATE, BUTYROSPERMUM PARKII (SHEA) BUTTER, PALMITIC ACID, SILICA, BEHENYL ALCOHOL, FRAGRANCE / PARFUM, C12-20 ALKYL GLUCOSIDE, GLYCERYL CAPRYLATE, ARACHIDYL GLUCOSIDE, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, SORBITAN ISOSTEARATE, DIPALMITOYL HYDROXYPROLINE, DEXTRIN, CARTHAMUS TINCTORIUS (SAFFLOWER) FLOWER EXTRACT, MYRISTIC ACID, HYDROLYZED LUPINE PROTEIN, LAURIC ACID, IRON OXIDES (CI 77491), TOCOPHEROL, GLYCINE SOJA (SOYBEAN) OIL
",Moisturizers
Moistfull Collagen Emulsion,ETUDE HOUSE,18.0,4.2,252,EH-MCE-18,"WATER / AQUA / EAU, HYDROLYZED COLLAGEN, GLYCERIN, PROPANEDIOL, PENTAERYTHRITYL TETRAETHYLHEXANOATE, METHYL TRIMETHICONE, HYDROGENATED POLY(C6-14 OLEFIN), 1,2-HEXANEDIOL, CETYL ETHYLHEXANOATE, BUTYLENE GLYCOL, C14-22 ALCOHOLS, GLYCERYL STEARATE CITRATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, ARACHIDYL ALCOHOL, STEARIC ACID, GLYCERYL STEARATE, BUTYROSPERMUM PARKII (SHEA) BUTTER, PALMITIC ACID, CARBOMER, XANTHAN GUM, BEHENYL ALCOHOL, GLYCERYL CAPRYLATE, TROMETHAMINE, C12-20 ALKYL GLUCOSIDE, FRAGRANCE / PARFUM, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, ARACHIDYL GLUCOSIDE, SORBITAN ISOSTEARATE, HYDROLYZED LUPINE PROTEIN, MYRISTIC ACID, LAURIC ACID, TOCOPHEROL",Moisturizers
Agas ACue Cream,INWARD,36.0,4.3,20,INW-AAC-36,"Water, Glycerin, Hydrogenated Polyisobutene, Caprylic/Capric Triglyceride, 1,2-Hexanediol, Butylene Glycol Dimethicone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Olea Europaea (Olive) Fruit Oil, Butyrospermum Parkii (Shea Butter), Glyceryl Stearate SE, Agastache Rugosa Extract, Butyl Avocadate, Xylitylglucoside, Anhydroxylitol, Xylitol, Fructan, Polyglyceryl-3 Methylglucose Distearate, Sodium Polyacrylate, Sodium Hyaluronate, Glyceryl Glucoside, Dipotassium Glycyrrhizate, Ethylhexylglycerin, Glucose, Propyl Gallate, Fragrance
",Moisturizers
Skin Pot Sleeping Pack,ENATURE,28.0,4.4,41,ENA-SPSP-28,"WATER, CAPRYLIC/CAPRIC TRIGLYCERIDE, BUTYLENE GLYCOL, CANNABIS SATIVA SEED OIL, GLYCERETH-26, GLYCERIN, PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN, CAPRYLYL METHICONE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, 1,2-HEXANEDIOL, POLYSORBATE 60, SORBITAN OLEATE, BETAINE, C30-45 ALYKL CETEARYL DIMETHICONE CROSSPOLYMER, TREHALOSE, LACTOBACILLUS/PUNICA GRANATUM FRUIT FERMENT EXTRACT, XANTHAN GUM, ADENOSINE, DISODIUM EDTA, GLYCERYL GLUCOSIDE",Moisturizers
Aloe Propolis Soothing Gel,BENTON,19.0,4.2,397,BEN-APSG-19,"Aloe Barbadensis Leaf Water, Butylene Glycol, Aqua (Water), Pentylene Glycol, 1,2-Hexanediol, Glycerin, Propolis Extract, Aloe Barbadensis Leaf Extract, Betaine, Cucumis Sativus (Cucumber) Fruit Extract, Portulaca Oleracea Extract, Camellia Sinensis Leaf Extract, Allantoin, Aloe Barbadensis Leaf Juice Powder, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine",Moisturizers
Snail Bee High Content Steam Cream,BENTON,20.0,4.2,162,BEN-SBHCSC-20,"Aqua (Water), Butylene Glycol, Snail Secretion Filtrate, Glycerin, Cetyl Ethylhexanoate, Niacinamide, Behenyl Alcohol, 1,2-Hexanediol, Cetearyl Olivate, Palmitic Acid, Sorbitan Olivate, Simmondsia, Chinensis (Jojoba) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Argania Spinosa Kernel Oil, Sodium Hyaluronate, Plantago Asiatica Extract, Diospyros Kaki Leaf Extract, Salix Alba (Willow) Bark Extract, Ulmus Campestris (Elm) Extract, Laminaria Digitata Extract, Tocopheryl Acetate, sh-Oligopeptide-1, Glyceryl Stearate, Stearic Acid, Lauric Acid, Myristic Acid, Carbomer, Urea, Arginine, Adenosine, Bee Venom, Pentylene Glycol, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Polysorbate 20, Lecithin",Moisturizers
Midnight Blue Calming Cream,KLAIRS,25.0,4.4,451,KLA-MBCC-25,"Aqua (Water), Cetyl Ethylhexanoate, Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Centella Asiatica Extract, Sorbitan Stearate, Cetyl Alcohol, Butyrospermum Parkii (Shea) Butter, Argania Spinosa Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Sorbitan Sesquioleate, Glyceryl Stearate, Stearic Acid, Portulaca Oleracea Extract, Anthemis Nobilis Flower Extract, Candelilla Cera, Chlorphenesin, Polysorbate 60, 1,2-Hexanediol, Xanthan Gum, Tocopheryl Acetate, Hydrogenated Lecithin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Brassica Oleracea Italica (Broccoli) Extract, Morus Alba Root Extract, Guaiazulene, Ceramide NP, Sodium Hyaluronate, Arachidic Acid, Palmitic Acid, Oleic Acid, Lecithin, Acetyl Glutamine, Bacillus/Folic Acid/Soybean Ferment Extract, sh-Oligopeptide-1, sh-Oligopeptide-2, sh-Polypeptide-1, sh-Polypeptide-11, sh-Polypeptide-9, Caprylyl Glycol, Acetyl Hexapeptide-8",Moisturizers
Probiotics Relief Cream,NEOGEN,34.0,4.1,35,NEO-PRC-34,"Water, Lactobacillus Ferment Lysate(14.3%), Butylene Glycol, Propanediol, Isopentyldiol, Dimethicone, Cyclopentasiloxane, Glycerin, Niacinamide, Hydrogenated C6-14 Olefin Polymers, Cyclohexasiloxane, 1,2-Hexanediol, PEG-240/HDI Copolymer Bis-Decyltetradeceth-20 Ether, Butyrospermum Parkii (Shea Butter), Polyglyceryl-10 Myristate, Polyglyceryl-2 Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glyceryl Stearate, Stearyl Alcohol, Ethylhexylglycerin, Adenosine, Betaine, Allantoin, Trehalose, Panthenol, Sodium PCA, Bifida Ferment Lysate(14ppm), Sodium Lactate, Gossypium Herbaceum (Cotton) Extract, Arginine, Aspartic Acid, PCA, Streptococcus Thermophilus Ferment(4ppm), Caprylic/Capric Triglyceride, Glycine, Alanine, Lecithin, Royal Jelly Extract, Milk Extract, Polysorbate 20, Propolis Extract, Hydrolyzed Collagen, Lactose, Artemisia Capillaris Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Serine, Valine, Isoleucine, Threonine, Proline, Phenylalanine, Histidine, Hyaluronic Acid, Lupinus Albus Seed Extract, Sodium Ascorbyl Phosphate, Phospholipids, Phytosphingosine, Copper Tripeptide-1, Ceramide 3, Lactic Acid, Cholesterol, Hydrolyzed Hyaluronic Acid, Madecassoside, Tocopherol, Sodium Hyaluronate, Squalane, Tripeptide-1, Palmitoyl Tripeptide-1, Tripeptide-2, Hexapeptide-11, Phytosterols, Dunaliella Salina Extract, Acetyl Hexapeptide-8, Palmitoyl Tetrapeptide-7, Palmitoyl Pentapeptide-4, Hexapeptide-9, Nonapeptide-1, Disodium EDTA, Fragrance",Moisturizers
Freshly Juiced Vitamin E Mask,KLAIRS,27.0,4.4,592,KLA-FJVEM-27,"Aqua (Water), Glycerin, Butylene Glycol, Niacinamide, Tocopheryl Acetate, Carrageenan, Betaine, Algin, Gellan Gum, Glucomannan, PEG-60 Hydrogenated Castor Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine, Ethylhexylglycerin, Chlorphenesin, Hydrogenated Lecithin, Rubus Fruticosus (Blackberry) Fruit Extract, Centella Asiatica Extract,1,2-Hexanediol, Adenosine, Phragmites Communis Extract, Salicornia Herbacea Extract, Ceramide NP, Sodium Hyaluronate, Citrus Limon (Lemon) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Pelargonium Graveolens Flower Oil, Cananga Odorata Flower Oil, Eucalyptus Globulus Leaf Oil",Moisturizers
Madecassoside Cream 2X,A'PIEU,20.0,4.4,80,API-MC2-20,"Centella Asiatica Leaf Water,Cyclopentasiloxane,Water,Glycerin,Phenyl Trimethicone,Propanediol,PEG-10 Dimethicone,Cyclohexasiloxane,Niacinamide,Pentylene Glycol,1,2-Hexanediol,Disteardimonium Hectorite,Sodium Chloride,Hydroxyacetophenone,Madecassoside,Dimethicone Crosspolymer,Adenosine,Cymbopogon Schoenanthus Oil,Citrus Grandis (Grapefruit) Peel Oil,Disodium EDTA,Asiaticoside,Centella Asiatica Leaf Extract,Cananga Odorata Flower Oil,Juniperus Mexicana Oil,Dipropylene Glycol,Butylene Glycol,Madecassic Acid,Asiatic Acid,Centella Asiatica Extract",Moisturizers
Waterfall Glacier Water Cream,SATURDAY SKIN,39.0,4.6,33,SS-WGWC-39,"Water, Glycerin, Propanediol, 1,2-Hexanediol, Betaine, Pentylene Glycol, Polymehtylsilsequioxane, Sodium Acrylate/Sodium Acryloyldimethyl Taureate Copolymer, Cyclohexasiloxane, Isohexadecane, Hydroxyethyl Acrylate/Soduium Acryloyldimethyl Taurate Copolymer, Cyclopentasiloxane, Isohexadecane, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Polysorbate 80, Ethylhexylglycerin, Sorbitan Oleate, Disodium EDTA, Glyceryl Acrylate/Acrylic Acid Copolymer, Caprylyl Glycol, Hydrogenated Lecithin, Cetraria Islandica Extract, Ferment Extract, Xanthan Gum, Phenoxyethanol, Alanine, Proline, Serine, Sodium Phosphate, Sodium Hydroxide, sh-Oligopeptide-1, sh-Polypeptide-1, sh-Oligopeptide-2, sh-Polypeptide-22, sh-Polypeptide-45, sh-Polypeptide-8, sh-Polypeptide-9",Moisturizers
Vita Duo Cream Joan Day Joan Night,NEOGEN,32.0,4.3,159,NEO-VDCJDJN-32,DAY CREAM  ,Moisturizers
Rich Moist Soothing Cream,KLAIRS,26.0,4.4,663,KLA-RMSC-26,"Aqua (Water), Glycerin, Caprylic/Capric Triglyceride, Cyclopentasiloxane, Cetyl Alcohol, Glyceryl Stearate, Cetyl Ethylhexanoate, Butyrospermum Parkii (Shea) Butter, Simmondsia Chinensis (Jojoba) Seed Oil, Stearic Acid, Butylene Glycol, Sorbitan Sesquioleate, Microcrystalline Wax, Betaine, Sorbitan Stearate, PEG-100 Stearate, Dimethicone, Arginine, Carbomer, Chlorphenesin, Tocopheryl Acetate, Paeonia Suffruticosa Root Extract, Illicium Verum (Anise) Fruit Extract, Nelumbium Speciosum Flower Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Scutellaria Baicalensis Root Extract, Citric Acid, Beta-Glucan, Hydrogenated Lecithin, Portulaca Oleracea Extract, 1,2-Hexanediol, Centella Asiatica Extract, Aloe Barbadensis Leaf Extract, Althaea Rosea Flower Extract, Sodium Hyaluronate, Ceramide NP, Disodium EDTA, Polyquaternium-51, Apium Graveolens (Celery) Extract, Brassica Rapa (Turnip) Leaf Extract, Oryza Sativa (Rice) Bran Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Disodium Adenosine Triphosphate, Daucus Carota Sativa (Carrot) Root Extract, Brassica Oleracea Italica (Broccoli) Extract, Solanum Lycopersicum (Tomato) Fruit/Leaf/Stem Extract, Lysine HCl, Sodium Ascorbyl Phosphate, Acetyl Methionine, Theanine, Proline, Palmitic Acid, Arachidic Acid, Oleic Acid, Sodium Hydroxide, Algin, Carica Papaya (Papaya) Fruit Extract, Natto Gum, Citrus Limon (Lemon) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Pelargonium Graveolens Flower Oil, Cananga Odorata Flower Oil, Eucalyptus Globulus Leaf Oil",Moisturizers
MadeCera Cream,SKINRX LAB,36.0,4.4,490,SL-MC-36,"Water(Aqua), Glycerine, Butylene Glycol, Betaine, Niacinamide, 1,2-Hexanediol, Hydrogenated Lecithin, Behenic Acid, Stearic Acid, Myristic Acid, Stearyl Alcohol, Behenyl Alcohol, Caprylic/Capric Triglyceride, Olea Europaea (Olive) Fruit Oil, Arachidyl Alcohol, Arachidyl Glucoside, Cyclopentasiloxane, Diisostearyl Malate, Ceramide NP, PEG-10 Rapeseed Sterol, Glyceryl Stearate, Glycereth-20, Dipropylene Glycol, Glycosyl Trehalose, Panthenol, PEG-100 Stearate, Dimethicone, Dimethicone/PEG-10/15 Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Dimethicone/Vinyl, Lanolin, Hydroxyethyl Acrylate/ Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Polysorbate 60, Allantoin, Xanthan Gum, Asiaticoside, Madecassic Acid, Asiatic Acid, Adenosine, Dipotassium Glycyrrhizate, Madecassoside, Fragrance",Moisturizers
Ultra Vitalizing Snail Cream,DEWYTREE,43.0,4.7,49,DEW-UVSC-43,"Water, Glycerin, Butylene Glycol, Cetyl Ethylhexanoate, Hydrogenated Polydecene, Cetearyl Alcohol, Snail Secretion Filtrate(1,600 mg), Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, Citrus Paradisi (Grapefruit) Fruit Extract, Hydrogenated Lecithin, Glyceryl Stearate SE, Stearic Acid, Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Vegetable Oil, Adenosine, Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, Sodium Hyaluronate, Betaine, Trehalose, Macadamia Terniolia Seed Oil, Polyacrylate-13, Polyisobutene, Polysorbate 20, Sodium Polyacrylate, Trisodium EDTA, 1,2-Hexanediol, Phenoxyethanol, Fragrance",Moisturizers
Birch Juice Hydro Sleeping Pack,ENATURE,22.0,4.4,118,ENA-BJHSP-22,"Betula platyphylla japonica juice, Caprylic/capric triglyceride, Cyclopentasiloxane, Butylene glycol, Glycereth-26, Glycerin, PEG/PPG-18/4 copolymer, Hydroxyethyl Acrylate/sodium acryloyldimethyl taurate copolymer, Polysorbate 60, Sorbitan oleate, Betaine, Ethyl hexanediol, Dimethicone/vinyl dimethicone crosspolymer, Glyceryl caprylate, Trehalose, Fragrance, Xanthan gum, Disodium EDTA, Carthamus tinctorius (safflower) oleosomes, Chamomilla recutita (matricaria) flower extract, Plantago ovata seed extract, Tocopheryl acetate, Hydrogenated lecithin, Polyglyceryl-10 stearate, Panthenol, Sodium ascorbyl phosphate, Glyceryl arachidonate, Glyceryl linolenate, Biotin, Folic acid, Pyridoxine, Cyanocobalamin.",Moisturizers
Fresh Herb Origin Cream,NACIFIC,30.0,4.3,22,NAC-FHOC-30,"Water, Cetyl Ethylhexanoate, Butylene Glycol, Glycerin Caprylic/Capric Triglyceride, Cetearyl Alcohol, Glyceryl Stearate, 1,2-Hexanediol, Niacinamide, Polysorbate 80 Dimethicone, Butyrospermum Parkii (Shea) Butter PEG-100 Stearate, Sorbitan Sesquioleate, Carbomer, Polyacrylate-13, Tromethamine, Anthemis Nobilis Flower Water, Betaine, Polyisobutene, Adenosine, Xanthan Gum Citrus Aurantium Bergamia (Bergamot) Fruit Oil Disodium EDTA, Polysorbate 20, Sorbitan Isostearate Dipropylene Glycol, Sodium Palmitoyl Proline Nymphaea Alba Flower Extract, Citric Acid",Moisturizers
Skin Essentials Barrier Repair Face Oil,ROVECTIN,30.0,4.6,107,ROV-SEBRFO-30,"Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Camellia Japonica Seed Oil, Squalane, Citrus Aurantium Amara (Bitter Orange) Flower Oil, Tocopherol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Pogostemon Cablin Oil, Anthemis Nobilis Flower Oil, Ocimum Basilicum (Basil) Oil, Hippophae Rhamnoides Oil, Bisabolol",Moisturizers
White Truffle Serum In Oil Drop,NEOGEN,35.0,4.4,182,NEO-WTSIOD-35,"Water, Dimethicone, Glycerin, 1,2-Hexanediol, Niacinamide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Butylene Glycol, Tromethamine, Xanthan Gum, Adenosine, Coptis Japonica Extract, Cyanocobalamin, Sodium Cocoyl Alaninate, Palmitoyl Isoleucine, Cyclopentasiloxane, Pseudoalteromonas Ferment Extract, Ethylhexyl Cocoate, Caprylyl Glycol, Dimethiconol, Ethylhexylglycerin, Palmitic Acid, Macadamia Integrifolia Seed Oil, Elaeis Guineensis (Palm) Oil, Ceramide NP, Cholesterol, Phytosphingosine, Persea Gratissima (Avocado) Oil, Adansonia Digitata Seed Oil, Stearic Acid, Tuber Magnatum Extract, Dimethylmethoxy Chromanyl Palmitate, Proline, Alanine, Serine, Sodium Phosphate, Hyaluronic Acid, Acetyl Hexapeptide-8, Pentapeptide-18, Citric Acid, Sodium Hydroxide, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate",Moisturizers
Super Aqua Cell Renew Snail Cream,MISSHA,50.0,4.4,620,MIS-SACRSC-50,"Snail Secretion Filtrate, Dimethicone, Glycerin, Alcohol, Adansonia Digitata Seed Extract, Arbutin, Bis-PEG-18 Methyl Ether Dimethyl Silane, PEG-11 Methyl Ether Dimethicone, Sea Water, Ethylhexyl Isononanoate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Portulaca Oleracea Extract, Carbomer, Triethanolamine, PEG-40 Hydrogenated Castor Oil, PPG-26-Buteth-26, Caprylyl Glycol, Fragrance, Ethylhexylglycerin, Tocopheryl Acetate, Adenosine, Disodium EDTA, Centella Asiatica Meristem Cell Culture, Xanthan Gum",Moisturizers
SoonJung 10 Free Moist Emulsion,ETUDE HOUSE,20.0,4.5,223,EH-S1FME-20,"Water, Glycerin, Propanediol, Pentaerythrityl Tetraethylhexanoate, Squalane, Panthenol, Madecassoside, Camellia Sinensis Leaf Extract, Cetearyl Alcohol, Bis-diglyceryl Polyacyladipate-2, Ammonium Acryloyldimethyltaurate/vp Copolymer, Polyglyceryl-3 Methylglucose Distearate, Glyceryl Stearate, Stearic Acid, Hydrogenated Lecithin, Glyceryl Caprylate, Xanthan Gum, Ethylhexylglycerin, Hydroxypropyl Starch Phosphate, Butylene Glycol, Disodium Edta",Moisturizers
Comfort Barrier Cream,OLIVARRIER,24.0,4.9,21,OLI-CBC-24,"""Water, *Citrus Junos Fruit Water, *Glycerin, *Butyrospermum Parkii (Shea) Butter, Caprylic / Capric Triglyceride, Pentylene Glycol, Squalane, Butylene Glycol, *Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Stearate, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Arachidyl Alcohol, *Helianthus Annuus (Sunflower) Seed Oil, Ceramide NP, Phytosphingosine, Behenyl Alcohol, Cetyl Alcohol, Cety Palmitate, Glyceryl Capryate, (-)-alpha-bisabolol, Sorbitan Palmitate, Arachidyl Glusoside, Hydrogenated Lecithin, Betaine, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Propanediol, Polygutamic Acid, *Oenothera Biennis (Evening Primrose) Oil, *Prunus Amygdalus Dulcis (Sweet Almond) Oil, *Hippophae Rhamnoides Fruit Extract, Glucose, Citric Acid, *Artemisia Annua Extract, *Azadirachta Indica Leaf Extract, *Camellia Sinensis Leaf Extract, Centella Asiatica Extract, *Rosmarinus Officinalis (Rosemary) Leaf Extract
*ORGANIC CERTIFIED [Characteristics 10.08% ORGANIC / 100% NATURAL]""",Moisturizers
Texture Smoothing Cream,COCOKIND,21.99,4.3,16,COC-TSC-21,"""Water, Cucumis Sativus (Cucumber) Fruit Water, Squalane, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil*, Cetyl Alcohol, Glyceryl Stearate, Butyrospermum Parkii (Shea) Butter, Apium Graveolens (Celery) Seed Extract, Arginine, Camellia Japonica Seed Oil***, Glycerin, Lecithin, Linum Usitatissimum (Linseed) Seed Extract**, Panax Ginseng Root Extract, Pullulan, Sclerotium Gum, Sodium Phytate, Sorbitan Trioleate, Stearic Acid, Xanthan Gum, Caprylhydroxamic Acid, Ethylhexylglycerin, Glyceryl Caprylate, Tanacetum Vulgare Extract, Mentha Piperita (Peppermint) Extract, Cucumis Sativus (Cucumber) Fruit Extract.
*Certified Organic
**Flax Extract
***Tsubaki Seed Oil",Moisturizers
Mymatcha All-Over Moisture Stick,COCOKIND,8.99,4.1,12,COC-MAMS-8,"""Cocos (coconut) Nucifera Oil*, Beeswax*, Camellia Sinesis Leaf Powder* **.
*certified Organic
**matcha Tea Powder",Moisturizers
Mist Connection Essence and Toner,WANDER BEAUTY,40.0,4.6,17,WB-MCEAT-40,"Water/Eau/Aqua, Ethylhexyl Palmitate, Niacinamide, Hydrogenated Polydecene, Glycereth-26, Camellia Japonica Seed Oil, Betaine, Benzyl Glycol, Polysorbate 80, Lavandula Angustifolia (Lavender) Oil, Persea Gratissima (Avocado) Oil, Oenothera Biennis (Evening Primrose) Oil, Helianthus Annuus (Sunflower) Seed Oil, Tocopheryl Acetate, Ethylhexylglycerin, 1,2-Hexanediol, Fructan, Adenosine, Hyaluronic Acid, Raspberry Ketone, Cyanocobalamin.",Moisturizers
